year;composer;title;accompaniment;movements;permalink;trebleclef;scope;minSPN;maxSPN;minMIDI;maxMIDI;ambitus;tempo
1851;Moscheles, Ignaz;Cello Sonata, Op.121;piano;4;https://imslp.org/wiki/Special:ReverseLookup/95381;Loco;1;C2;E5;36;76;40;Allegro espressivo e appassionato
1851;Moscheles, Ignaz;Cello Sonata, Op.121;piano;4;https://imslp.org/wiki/Special:ReverseLookup/95381;Loco;2;C2;C#5;36;73;37;Scherzo ballabile. Allegretto quasi allegro
1851;Moscheles, Ignaz;Cello Sonata, Op.121;piano;4;https://imslp.org/wiki/Special:ReverseLookup/95381;Loco;3;C2;E5;36;76;40;Ballade (in böhmischer Weise). Andantino
1851;Moscheles, Ignaz;Cello Sonata, Op.121;piano;4;https://imslp.org/wiki/Special:ReverseLookup/95381;Loco;4;C2;F#5;36;78;42;Finale. Allegro vivace ma non troppo
1851;Moscheles, Ignaz;Cello Sonata, Op.121;piano;4;https://imslp.org/wiki/Special:ReverseLookup/95381;Loco;5;C2;F#5;36;78;42; 
1852;Bennett, William Sterndale;Sonata Duo for Piano and Cello, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/527460;Loco;1;C2;E5;36;76;40;Adagio sostenuto - Allegro giusto
1852;Bennett, William Sterndale;Sonata Duo for Piano and Cello, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/527460;Loco;2;E2;E5;40;76;36;Minuetto caracteristique
1852;Bennett, William Sterndale;Sonata Duo for Piano and Cello, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/527460;Loco;3;C#2;E5;37;76;39;Allegretto piacevole, animato
1852;Bennett, William Sterndale;Sonata Duo for Piano and Cello, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/527460;Loco;4; ; ; ; ; ; 
1852;Bennett, William Sterndale;Sonata Duo for Piano and Cello, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/527460;Loco;5;C2;E5;36;76;40; 
1858;Farrenc, Louise;Cello Sonata, Op.46;piano;3;https://imslp.org/wiki/Special:ReverseLookup/316592;None;1;C2;D5;36;74;38;Allegro moderato
1858;Farrenc, Louise;Cello Sonata, Op.46;piano;3;https://imslp.org/wiki/Special:ReverseLookup/316592;None;2;Db2;Bb4;37;70;33;Andante sostenuto
1858;Farrenc, Louise;Cello Sonata, Op.46;piano;3;https://imslp.org/wiki/Special:ReverseLookup/316592;None;3;C2;D5;36;74;38;Finale. Allegro
1858;Farrenc, Louise;Cello Sonata, Op.46;piano;3;https://imslp.org/wiki/Special:ReverseLookup/316592;None;4; ; ; ; ; ; 
1858;Farrenc, Louise;Cello Sonata, Op.46;piano;3;https://imslp.org/wiki/Special:ReverseLookup/316592;None;5;C2;D5;36;74;38; 
1859;Macfarren, Walter;Cello Sonata in E minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/30923;Loco;1;C2;C5;36;72;36;Allegro appassionato
1859;Macfarren, Walter;Cello Sonata in E minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/30923;Loco;2;D2;A4;38;69;31;Scherzo. Allegretto giocoso
1859;Macfarren, Walter;Cello Sonata in E minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/30923;Loco;3;C#2;B5;37;83;46;Adagio. Più tosto recitativo
1859;Macfarren, Walter;Cello Sonata in E minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/30923;Loco;4; ; ; ; ; ; 
1859;Macfarren, Walter;Cello Sonata in E minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/30923;Loco;5;C2;B5;36;83;47; 
1865;Brahms, Johannes;Cello Sonata No.1, Op.38;piano;3;https://imslp.org/wiki/Special:ReverseLookup/84396;None;1;C2;E5;36;76;40;Allegro non troppo
1865;Brahms, Johannes;Cello Sonata No.1, Op.38;piano;3;https://imslp.org/wiki/Special:ReverseLookup/84396;None;2;C#2;C5;37;72;35;Allegretto quasi Menuetto
1865;Brahms, Johannes;Cello Sonata No.1, Op.38;piano;3;https://imslp.org/wiki/Special:ReverseLookup/84396;None;3;C2;D#5;36;75;39;Allegro
1865;Brahms, Johannes;Cello Sonata No.1, Op.38;piano;3;https://imslp.org/wiki/Special:ReverseLookup/84396;None;4; ; ; ; ; ; 
1865;Brahms, Johannes;Cello Sonata No.1, Op.38;piano;3;https://imslp.org/wiki/Special:ReverseLookup/84396;None;5;C2;E5;36;76;40; 
1866;Reinecke, Carl;Cello Sonata No.2, Op.89;piano;3;https://imslp.org/wiki/Special:ReverseLookup/32736;Loco;1;C2;F#5;36;78;42;Lento - Allegro molto moderato
1866;Reinecke, Carl;Cello Sonata No.2, Op.89;piano;3;https://imslp.org/wiki/Special:ReverseLookup/32736;Loco;2;C#2;B#4;37;72;35;Andante
1866;Reinecke, Carl;Cello Sonata No.2, Op.89;piano;3;https://imslp.org/wiki/Special:ReverseLookup/32736;Loco;3;C2;D5;36;74;38;Finale. Moderato
1866;Reinecke, Carl;Cello Sonata No.2, Op.89;piano;3;https://imslp.org/wiki/Special:ReverseLookup/32736;Loco;4; ; ; ; ; ; 
1866;Reinecke, Carl;Cello Sonata No.2, Op.89;piano;3;https://imslp.org/wiki/Special:ReverseLookup/32736;Loco;5;C2;F#5;36;78;42; 
1872;Saint-Saëns, Camille;Cello Sonata No.1, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/519333;None;1;C2;C5;36;72;36;Allegro
1872;Saint-Saëns, Camille;Cello Sonata No.1, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/519333;None;2;C2;Cb5;36;71;35;Andante tranquillo e sostenuto
1872;Saint-Saëns, Camille;Cello Sonata No.1, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/519333;None;3;C2;Bb4;36;70;34;Allegro moderato
1872;Saint-Saëns, Camille;Cello Sonata No.1, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/519333;None;4; ; ; ; ; ; 
1872;Saint-Saëns, Camille;Cello Sonata No.1, Op.32;piano;3;https://imslp.org/wiki/Special:ReverseLookup/519333;None;5;C2;C5;36;72;36; 
1879;Lange Jr., Samuel de;Cello Sonata No.1, Op.37;piano;4;https://imslp.org/wiki/Special:ReverseLookup/479982;None;1;C2;D5;36;74;38;Andante sostenuto - Allegro moderato
1879;Lange Jr., Samuel de;Cello Sonata No.1, Op.37;piano;4;https://imslp.org/wiki/Special:ReverseLookup/479982;None;2;C2;C5;36;72;36;Vivo
1879;Lange Jr., Samuel de;Cello Sonata No.1, Op.37;piano;4;https://imslp.org/wiki/Special:ReverseLookup/479982;None;3;D2;A5;38;81;43;Adagio
1879;Lange Jr., Samuel de;Cello Sonata No.1, Op.37;piano;4;https://imslp.org/wiki/Special:ReverseLookup/479982;None;4;C2;E5;36;76;40;Agitato
1879;Lange Jr., Samuel de;Cello Sonata No.1, Op.37;piano;4;https://imslp.org/wiki/Special:ReverseLookup/479982;None;5;C2;A5;36;81;45; 
1879;Wailly, Paul de;Cello Sonata in D major;piano;3;https://imslp.org/wiki/Special:ReverseLookup/558682;Loco;1;D2;A#4;38;70;32;Poco adagio quasi andante
1879;Wailly, Paul de;Cello Sonata in D major;piano;3;https://imslp.org/wiki/Special:ReverseLookup/558682;Loco;2;C#3;Bb4;49;70;21;Tempo di minuetto
1879;Wailly, Paul de;Cello Sonata in D major;piano;3;https://imslp.org/wiki/Special:ReverseLookup/558682;Loco;3;D2;F#5;38;78;40;Allegro
1879;Wailly, Paul de;Cello Sonata in D major;piano;3;https://imslp.org/wiki/Special:ReverseLookup/558682;Loco;4; ; ; ; ; ; 
1879;Wailly, Paul de;Cello Sonata in D major;piano;3;https://imslp.org/wiki/Special:ReverseLookup/558682;Loco;5;D2;F#5;38;78;40; 
1882;Grieg, Edvard;Cello Sonata, Op.36;piano;3;https://imslp.org/wiki/Special:ReverseLookup/521601;Loco;1;C2;G5;36;79;43;Allegro agitato
1882;Grieg, Edvard;Cello Sonata, Op.36;piano;3;https://imslp.org/wiki/Special:ReverseLookup/521601;Loco;2;C2;A5;36;81;45;Andante molto tranquillo
1882;Grieg, Edvard;Cello Sonata, Op.36;piano;3;https://imslp.org/wiki/Special:ReverseLookup/521601;Loco;3;C2;A5;36;81;45;Allegro
1882;Grieg, Edvard;Cello Sonata, Op.36;piano;3;https://imslp.org/wiki/Special:ReverseLookup/521601;Loco;4; ; ; ; ; ; 
1882;Grieg, Edvard;Cello Sonata, Op.36;piano;3;https://imslp.org/wiki/Special:ReverseLookup/521601;Loco;5;C2;A5;36;81;45; 
1888;Glass, Louis;Cello Sonata, Op.5;piano;3;https://imslp.org/wiki/Special:ReverseLookup/23986;Loco;1;C2;Ab5;36;80;44;Allegro con brio
1888;Glass, Louis;Cello Sonata, Op.5;piano;3;https://imslp.org/wiki/Special:ReverseLookup/23986;Loco;2;Db2;Gb5;37;78;41;Andante placido e sostenuto
1888;Glass, Louis;Cello Sonata, Op.5;piano;3;https://imslp.org/wiki/Special:ReverseLookup/23986;Loco;3;C2;F#5;36;78;42;Vivace giocoso
1888;Glass, Louis;Cello Sonata, Op.5;piano;3;https://imslp.org/wiki/Special:ReverseLookup/23986;Loco;4; ; ; ; ; ; 
1888;Glass, Louis;Cello Sonata, Op.5;piano;3;https://imslp.org/wiki/Special:ReverseLookup/23986;Loco;5;C2;Ab5;36;80;44; 
1890;Emmanuel, Maurice;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/133651;Loco;1;C2;B4;36;71;35;Allegro
1890;Emmanuel, Maurice;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/133651;Loco;2;E2;F#5;40;78;38;Larghetto
1890;Emmanuel, Maurice;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/133651;Loco;3;C2;B4;36;71;35;Gigue. Allegro molto
1890;Emmanuel, Maurice;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/133651;Loco;4; ; ; ; ; ; 
1890;Emmanuel, Maurice;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/133651;Loco;5;C2;F#5;36;78;42; 
1892;Goldmark, Carl;Cello Sonata, Op. 39;piano;3;https://imslp.org/wiki/Special:ReverseLookup/103682;8vb;1;C2;C#5;36;73;37;Moderato con mosso
1892;Goldmark, Carl;Cello Sonata, Op. 39;piano;3;https://imslp.org/wiki/Special:ReverseLookup/103682;8vb;2;C#2;D5;37;74;37;Andante
1892;Goldmark, Carl;Cello Sonata, Op. 39;piano;3;https://imslp.org/wiki/Special:ReverseLookup/103682;8vb;3;C2;F5;36;77;41;Allegro non troppo
1892;Goldmark, Carl;Cello Sonata, Op. 39;piano;3;https://imslp.org/wiki/Special:ReverseLookup/103682;8vb;4; ; ; ; ; ; 
1892;Goldmark, Carl;Cello Sonata, Op. 39;piano;3;https://imslp.org/wiki/Special:ReverseLookup/103682;8vb;5;C2;F5;36;77;41; 
1895;Peters, Guido;Cello Sonata in F minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/418026;Loco;1;C2;F5;36;77;41;Molto sostenuto
1895;Peters, Guido;Cello Sonata in F minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/418026;Loco;2;C2;E5;36;76;40;Scherzo. Allegro ma non troppo
1895;Peters, Guido;Cello Sonata in F minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/418026;Loco;3;C2;Db6;36;85;49;Allegro energico, poco maestoso
1895;Peters, Guido;Cello Sonata in F minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/418026;Loco;4; ; ; ; ; ; 
1895;Peters, Guido;Cello Sonata in F minor;piano;3;https://imslp.org/wiki/Special:ReverseLookup/418026;Loco;5;C2;Db6;36;85;49; 
1903;Huré, Jean;Cello Sonata in F-sharp minor;piano;1;https://imslp.org/wiki/Special:ReverseLookup/59809;Loco;1;B#1;C6;36;84;48;Assez lent - Assez vif - Lent
1903;Huré, Jean;Cello Sonata in F-sharp minor;piano;1;https://imslp.org/wiki/Special:ReverseLookup/59809;Loco;2; ; ; ; ; ; 
1903;Huré, Jean;Cello Sonata in F-sharp minor;piano;1;https://imslp.org/wiki/Special:ReverseLookup/59809;Loco;3; ; ; ; ; ; 
1903;Huré, Jean;Cello Sonata in F-sharp minor;piano;1;https://imslp.org/wiki/Special:ReverseLookup/59809;Loco;4; ; ; ; ; ; 
1903;Huré, Jean;Cello Sonata in F-sharp minor;piano;1;https://imslp.org/wiki/Special:ReverseLookup/59809;Loco;5;B#1;C6;36;84;48; 
1904;Reger, Max;Cello Sonata No.3, Op.78;piano;4;https://imslp.org/wiki/Special:ReverseLookup/140060;Loco;1;C2;B5;36;83;47;Allegro con brio
1904;Reger, Max;Cello Sonata No.3, Op.78;piano;4;https://imslp.org/wiki/Special:ReverseLookup/140060;Loco;2;C2;C5;36;72;36;Vivacissimo
1904;Reger, Max;Cello Sonata No.3, Op.78;piano;4;https://imslp.org/wiki/Special:ReverseLookup/140060;Loco;3;C2;A5;36;81;45;Andante con variazioni
1904;Reger, Max;Cello Sonata No.3, Op.78;piano;4;https://imslp.org/wiki/Special:ReverseLookup/140060;Loco;4;C2;A5;36;81;45;Allegro vivace
1904;Reger, Max;Cello Sonata No.3, Op.78;piano;4;https://imslp.org/wiki/Special:ReverseLookup/140060;Loco;5;C2;B5;36;83;47; 
1909;Schäfer, Dirk;Cello Sonata, Op.13;piano;3;https://imslp.org/wiki/Special:ReverseLookup/428927;Loco;1;C2;C6;36;84;48;Allegro con brio
1909;Schäfer, Dirk;Cello Sonata, Op.13;piano;3;https://imslp.org/wiki/Special:ReverseLookup/428927;Loco;2;D2;G5;38;79;41;Adagio, non troppo
1909;Schäfer, Dirk;Cello Sonata, Op.13;piano;3;https://imslp.org/wiki/Special:ReverseLookup/428927;Loco;3;C2;G5;36;79;43;Allegro assai agitato
1909;Schäfer, Dirk;Cello Sonata, Op.13;piano;3;https://imslp.org/wiki/Special:ReverseLookup/428927;Loco;4; ; ; ; ; ; 
1909;Schäfer, Dirk;Cello Sonata, Op.13;piano;3;https://imslp.org/wiki/Special:ReverseLookup/428927;Loco;5;C2;C6;36;84;48; 
1915;Debussy, Claude;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/917222;Loco;1;C2;A5;36;81;45;Prologue. Lent, sostenuto e molto risoluto
1915;Debussy, Claude;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/917222;Loco;2;C2;F5;36;77;41;Sérénade. Modérément animé
1915;Debussy, Claude;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/917222;Loco;3;C2;G5;36;79;43;Finale. Animé, léger et nerveux
1915;Debussy, Claude;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/917222;Loco;4; ; ; ; ; ; 
1915;Debussy, Claude;Cello Sonata;piano;3;https://imslp.org/wiki/Special:ReverseLookup/917222;Loco;5;C2;A5;36;81;45; 
1917;Boulnois, Joseph;Cello Sonata;piano;4;https://imslp.org/wiki/Special:ReverseLookup/17486;Loco;1;C2;C6;36;84;48;Andante tranquillo - Allegro moderato
1917;Boulnois, Joseph;Cello Sonata;piano;4;https://imslp.org/wiki/Special:ReverseLookup/17486;Loco;2;C2;Bb5;36;82;46;Choral. Andante sostenuto
1917;Boulnois, Joseph;Cello Sonata;piano;4;https://imslp.org/wiki/Special:ReverseLookup/17486;Loco;3;C2;B5;36;83;47;Scherzo. Vivo
1917;Boulnois, Joseph;Cello Sonata;piano;4;https://imslp.org/wiki/Special:ReverseLookup/17486;Loco;4;C2;B5;36;83;47;Finale. Allegro deciso
1917;Boulnois, Joseph;Cello Sonata;piano;4;https://imslp.org/wiki/Special:ReverseLookup/17486;Loco;5;C2;C6;36;84;48; 
1920;Ornstein, Leo;Cello Sonata No.2, SO 613;piano;1;https://imslp.org/wiki/Special:ReverseLookup/12477;Loco;1;D#2;C6;39;84;45;N/A
1920;Ornstein, Leo;Cello Sonata No.2, SO 613;piano;1;https://imslp.org/wiki/Special:ReverseLookup/12477;Loco;2; ; ; ; ; ; 
1920;Ornstein, Leo;Cello Sonata No.2, SO 613;piano;1;https://imslp.org/wiki/Special:ReverseLookup/12477;Loco;3; ; ; ; ; ; 
1920;Ornstein, Leo;Cello Sonata No.2, SO 613;piano;1;https://imslp.org/wiki/Special:ReverseLookup/12477;Loco;4; ; ; ; ; ; 
1920;Ornstein, Leo;Cello Sonata No.2, SO 613;piano;1;https://imslp.org/wiki/Special:ReverseLookup/12477;Loco;5;D#2;C6;39;84;45; 
1923;Bax, Arnold;Cello Sonata, GP 265;piano;3;https://imslp.org/wiki/Special:ReverseLookup/991623;Loco;1;C2;C6;36;84;48;Moderato. Tempo vaccilando
1923;Bax, Arnold;Cello Sonata, GP 265;piano;3;https://imslp.org/wiki/Special:ReverseLookup/991623;Loco;2;C2;E5;36;76;40;Poco lento
1923;Bax, Arnold;Cello Sonata, GP 265;piano;3;https://imslp.org/wiki/Special:ReverseLookup/991623;Loco;3;C2;A5;36;81;45;Molto vivace ma non troppo allegro
1923;Bax, Arnold;Cello Sonata, GP 265;piano;3;https://imslp.org/wiki/Special:ReverseLookup/991623;Loco;4; ; ; ; ; ; 
1923;Bax, Arnold;Cello Sonata, GP 265;piano;3;https://imslp.org/wiki/Special:ReverseLookup/991623;Loco;5;C2;C6;36;84;48; 
1930;Kochurov, Yury;Cello Sonata, Op. 1;piano;3;https://imslp.org/wiki/Special:ReverseLookup/580765;Loco;1;C2;F6;36;89;53;Risoluto
1930;Kochurov, Yury;Cello Sonata, Op. 1;piano;3;https://imslp.org/wiki/Special:ReverseLookup/580765;Loco;2;C2;A5;36;81;45;Adagio
1930;Kochurov, Yury;Cello Sonata, Op. 1;piano;3;https://imslp.org/wiki/Special:ReverseLookup/580765;Loco;3;C2;B5;36;83;47;Allegro ma non troppo
1930;Kochurov, Yury;Cello Sonata, Op. 1;piano;3;https://imslp.org/wiki/Special:ReverseLookup/580765;Loco;4; ; ; ; ; ; 
1930;Kochurov, Yury;Cello Sonata, Op. 1;piano;3;https://imslp.org/wiki/Special:ReverseLookup/580765;Loco;5;C2;F6;36;89;53; 
1932;Ferroud, Pierre-Octave;Cello Sonata in A;piano;3;https://imslp.org/wiki/Special:ReverseLookup/17452;None;1;C2;A5;36;81;45;Capriccio
1932;Ferroud, Pierre-Octave;Cello Sonata in A;piano;3;https://imslp.org/wiki/Special:ReverseLookup/17452;None;2;C2;D5;36;74;38;Intermezzo
1932;Ferroud, Pierre-Octave;Cello Sonata in A;piano;3;https://imslp.org/wiki/Special:ReverseLookup/17452;None;3;C2;C#5;36;73;37;Rondo
1932;Ferroud, Pierre-Octave;Cello Sonata in A;piano;3;https://imslp.org/wiki/Special:ReverseLookup/17452;None;4; ; ; ; ; ; 
1932;Ferroud, Pierre-Octave;Cello Sonata in A;piano;3;https://imslp.org/wiki/Special:ReverseLookup/17452;None;5;C2;A5;36;81;45; 
1938;Wehrli, Werner;Cello Sonata, Op. 47;piano;3;https://imslp.org/wiki/Special:ReverseLookup/484537;None;1;C#2;D5;37;74;37;Moderato
1938;Wehrli, Werner;Cello Sonata, Op. 47;piano;3;https://imslp.org/wiki/Special:ReverseLookup/484537;None;2;C#2;D5;37;74;37;Ritornell. Adagio molto espressivo, quasi una fantasia
1938;Wehrli, Werner;Cello Sonata, Op. 47;piano;3;https://imslp.org/wiki/Special:ReverseLookup/484537;None;3;C2;C5;36;72;36;Finale. Allegro giocoso
1938;Wehrli, Werner;Cello Sonata, Op. 47;piano;3;https://imslp.org/wiki/Special:ReverseLookup/484537;None;4; ; ; ; ; ; 
1938;Wehrli, Werner;Cello Sonata, Op. 47;piano;3;https://imslp.org/wiki/Special:ReverseLookup/484537;None;5;C2;D5;36;74;38; 
